ReceiptHeaderId,Type,AccountSlRef,DlRef,Number,Date,CurrencyRef,Description,Description_En,Discount,TotalAmount,ItemType,State,CreatorForm,Creator,CreationDate,LastModifier,LastModificationDate,Version,Rate,CashRef,Amount,AmountInBaseCurrency,FiscalYearRef,VoucherRef,DiscountRate,DiscountInBaseCurrency,TotalAmountInBaseCurrency,Guid,ReceiptAmount
8197,1,799,26,306,2026-05-26 00:00:00,1,بابت فروش 1405/03/05,بابت فروش 1405/03/05,0.0000,37850000.0000,8,2,0,11,2026-06-04 13:42:37,11,2026-07-01 15:19:37,2,1.0000000000000000,1,0.0000,0.0000,1,1140,1.0000000000000000,0.0000,37850000.0000,,37850000.0000
8198,1,799,26,307,2026-05-30 00:00:00,1,بابت فروش 1405/03/09,بابت فروش 1405/03/09,0.0000,53530000.0000,8,2,0,11,2026-06-04 13:42:37,11,2026-07-05 09:59:23,2,1.0000000000000000,1,0.0000,0.0000,1,1190,1.0000000000000000,0.0000,53530000.0000,,53530000.0000
8199,1,799,26,308,2026-05-31 00:00:00,1,بابت فروش 1405/03/10,بابت فروش 1405/03/10,0.0000,124600000.0000,8,2,0,11,2026-06-04 13:42:38,11,2026-07-05 12:10:54,2,1.0000000000000000,1,0.0000,0.0000,1,1193,1.0000000000000000,0.0000,124600000.0000,,124600000.0000
8200,1,799,26,309,2026-06-02 00:00:00,1,بابت فروش 1405/03/12,بابت فروش 1405/03/12,0.0000,87390000.0000,8,2,0,11,2026-06-04 13:42:39,11,2026-07-05 14:13:05,2,1.0000000000000000,1,0.0000,0.0000,1,1199,1.0000000000000000,0.0000,87390000.0000,,87390000.0000
8201,1,799,26,310,2026-06-03 00:00:00,1,بابت فروش 1405/03/13,بابت فروش 1405/03/13,0.0000,8850000.0000,8,2,0,11,2026-06-04 13:42:39,11,2026-07-05 14:53:09,2,1.0000000000000000,1,0.0000,0.0000,1,1203,1.0000000000000000,0.0000,8850000.0000,,8850000.0000
8202,2,788,57,311,2026-05-12 00:00:00,1,استرداد وجه برداشتي از ملي ,استرداد وجه برداشتي از ملي ,0.0000,203231965.0000,8,1,0,11,2026-06-04 14:48:03,11,2026-06-04 14:48:03,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,203231965.0000,,203231965.0000
8203,32,789,148,59,2026-05-17 00:00:00,1,انتقالي از ملي مارال به پارسيان اقا مجيد,انتقالي از ملي مارال به پارسيان اقا مجيد,0.0000,900000000.0000,8,1,4,11,2026-06-04 14:52:29,11,2026-06-04 14:52:29,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,900000000.0000,,900000000.0000
8206,1,799,22,313,2026-05-24 00:00:00,1,واريز ابراهيم عرب بابت بدهي گوشت,واريز ابراهيم عرب بابت بدهي گوشت,0.0000,255000000.0000,8,1,0,11,2026-06-06 10:30:30,11,2026-06-06 10:30:30,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,255000000.0000,,255000000.0000
8208,1,799,22,314,2026-05-17 00:00:00,1,واريز به ملي مارال توسط ابراهيم عرب بابت بدهي گوشت,واريز به ملي مارال توسط ابراهيم عرب بابت بدهي گوشت,0.0000,57000000.0000,8,1,0,11,2026-06-07 10:03:54,11,2026-06-07 10:03:54,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,57000000.0000,,57000000.0000
8209,1,799,26,315,2026-06-01 00:00:00,1,بابت فروش 1405/03/11,بابت فروش 1405/03/11,0.0000,90580000.0000,8,2,0,11,2026-06-07 10:14:24,11,2026-07-05 12:52:25,2,1.0000000000000000,1,0.0000,0.0000,1,1196,1.0000000000000000,0.0000,90580000.0000,,90580000.0000
8211,2,811,16,316,2026-04-21 00:00:00,1,بابت تست پوز ملي 4008,بابت تست پوز ملي 4008,0.0000,18122.0000,8,1,0,11,2026-06-07 10:26:10,11,2026-06-07 10:26:10,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,18122.0000,,18122.0000
8214,2,884,16,318,2026-05-14 00:00:00,1,واريز سود سپرده بانكي,واريز سود سپرده بانكي,0.0000,42.0000,8,1,0,11,2026-06-07 10:39:36,11,2026-06-07 10:39:36,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,42.0000,,42.0000
8216,2,697,56,319,2026-05-31 00:00:00,1,واريز به ملي 4002 توسط سپنتا صالحي بابت عودت قسط وام برداشت شده توسط بانك,واريز به ملي 4002 توسط سپنتا صالحي بابت عودت قسط وام برداشت شده توسط بانك,0.0000,115000000.0000,8,1,0,11,2026-06-07 10:51:37,11,2026-06-07 10:51:37,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,115000000.0000,,115000000.0000
8217,2,697,56,320,2026-06-02 00:00:00,1,واريز به ملي 4002 توسط سپنتا صالحي بابت عودت قسط وام برداشت شده توسط بانك,واريز به ملي 4002 توسط سپنتا صالحي بابت عودت قسط وام برداشت شده توسط بانك,0.0000,323000000.0000,8,1,0,11,2026-06-07 10:52:00,11,2026-06-07 10:52:00,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,323000000.0000,,323000000.0000
8218,1,799,26,321,2026-04-22 00:00:00,1,بابت فروش 1405/02/01,بابت فروش 1405/02/01,0.0000,3400000.0000,8,2,0,11,2026-06-07 13:10:59,11,2026-06-14 15:30:31,2,1.0000000000000000,1,0.0000,0.0000,1,921,1.0000000000000000,0.0000,3400000.0000,,3400000.0000
8219,1,799,26,322,2026-04-24 00:00:00,1,بابت فروش 1405/02/03,بابت فروش 1405/02/03,0.0000,11500000.0000,8,2,0,11,2026-06-07 13:11:00,11,2026-06-15 10:50:17,2,1.0000000000000000,1,0.0000,0.0000,1,934,1.0000000000000000,0.0000,11500000.0000,,11500000.0000
8220,1,799,26,323,2026-04-25 00:00:00,1,بابت فروش 1405/02/04,بابت فروش 1405/02/04,0.0000,30470000.0000,8,2,0,11,2026-06-07 13:11:01,11,2026-06-15 13:32:09,2,1.0000000000000000,1,0.0000,0.0000,1,943,1.0000000000000000,0.0000,30470000.0000,,30470000.0000
8221,1,799,26,324,2026-04-26 00:00:00,1,بابت فروش 1405/02/05,بابت فروش 1405/02/05,0.0000,11900000.0000,8,2,0,11,2026-06-07 13:11:06,11,2026-06-15 15:04:02,2,1.0000000000000000,1,0.0000,0.0000,1,951,1.0000000000000000,0.0000,11900000.0000,,11900000.0000
8222,1,799,26,325,2026-04-27 00:00:00,1,بابت فروش 1405/02/06,بابت فروش 1405/02/06,0.0000,9850000.0000,8,2,0,11,2026-06-07 13:11:06,11,2026-06-15 16:30:57,2,1.0000000000000000,1,0.0000,0.0000,1,956,1.0000000000000000,0.0000,9850000.0000,,9850000.0000
8223,1,799,26,326,2026-04-29 00:00:00,1,بابت فروش 1405/02/08,بابت فروش 1405/02/08,0.0000,24400000.0000,8,2,0,11,2026-06-07 13:11:07,11,2026-06-22 14:14:42,4,1.0000000000000000,1,0.0000,0.0000,1,1046,1.0000000000000000,0.0000,24400000.0000,,24400000.0000
8224,1,799,26,327,2026-04-30 00:00:00,1,بابت فروش 1405/02/09,بابت فروش 1405/02/09,0.0000,19250000.0000,8,2,0,11,2026-06-07 13:11:08,11,2026-06-16 16:08:39,2,1.0000000000000000,1,0.0000,0.0000,1,978,1.0000000000000000,0.0000,19250000.0000,,19250000.0000
8225,1,799,26,328,2026-05-02 00:00:00,1,بابت فروش 1405/02/11,بابت فروش 1405/02/11,0.0000,49480000.0000,8,2,0,11,2026-06-07 13:11:08,11,2026-06-17 13:31:02,2,1.0000000000000000,1,0.0000,0.0000,1,988,1.0000000000000000,0.0000,49480000.0000,,49480000.0000
8226,1,799,26,329,2026-05-04 00:00:00,1,بابت فروش 1405/02/13,بابت فروش 1405/02/13,0.0000,6950000.0000,8,2,0,11,2026-06-07 13:11:09,11,2026-06-17 15:43:07,2,1.0000000000000000,1,0.0000,0.0000,1,996,1.0000000000000000,0.0000,6950000.0000,,6950000.0000
8227,1,799,26,330,2026-05-07 00:00:00,1,بابت فروش 1405/02/16,بابت فروش 1405/02/16,0.0000,3700000.0000,8,2,0,11,2026-06-07 13:11:10,11,2026-06-20 14:29:57,2,1.0000000000000000,1,0.0000,0.0000,1,1009,1.0000000000000000,0.0000,3700000.0000,,3700000.0000
8228,1,799,26,331,2026-05-08 00:00:00,1,بابت فروش 1405/02/17,بابت فروش 1405/02/17,0.0000,23600000.0000,8,2,0,11,2026-06-07 13:11:11,11,2026-06-20 15:01:18,2,1.0000000000000000,1,0.0000,0.0000,1,1014,1.0000000000000000,0.0000,23600000.0000,,23600000.0000
8229,1,799,26,332,2026-05-10 00:00:00,1,بابت فروش 1405/02/18,بابت فروش 1405/02/18,0.0000,13550000.0000,8,2,0,11,2026-06-07 13:11:11,11,2026-06-22 14:06:22,4,1.0000000000000000,1,0.0000,0.0000,1,1044,1.0000000000000000,0.0000,13550000.0000,,13550000.0000
8230,1,799,26,333,2026-05-11 00:00:00,1,بابت فروش 1405/02/20,بابت فروش 1405/02/20,0.0000,26700000.0000,8,2,0,11,2026-06-07 13:11:12,11,2026-06-23 11:14:06,2,1.0000000000000000,1,0.0000,0.0000,1,1055,1.0000000000000000,0.0000,26700000.0000,,26700000.0000
8231,1,799,26,334,2026-05-17 00:00:00,1,بابت فروش 1405/02/26,بابت فروش 1405/02/26,0.0000,14130000.0000,8,2,0,11,2026-06-07 13:11:13,11,2026-06-24 15:26:58,2,1.0000000000000000,1,0.0000,0.0000,1,1089,1.0000000000000000,0.0000,14130000.0000,,14130000.0000
8232,1,799,26,335,2026-05-18 00:00:00,1,بابت فروش 1405/02/27,بابت فروش 1405/02/27,0.0000,18100000.0000,8,2,0,11,2026-06-07 13:11:13,11,2026-06-27 11:51:40,3,1.0000000000000000,1,0.0000,0.0000,1,1093,1.0000000000000000,0.0000,18100000.0000,,18100000.0000
8233,1,799,26,336,2026-05-20 00:00:00,1,بابت فروش 1405/02/29,بابت فروش 1405/02/29,0.0000,13100000.0000,8,2,0,11,2026-06-07 13:11:14,11,2026-06-27 15:21:43,2,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,13100000.0000,,13100000.0000
8234,1,799,26,337,2026-05-21 00:00:00,1,بابت فروش 1405/02/30,بابت فروش 1405/02/30,0.0000,5050000.0000,8,2,0,11,2026-06-07 13:11:15,11,2026-06-27 16:03:56,3,1.0000000000000000,1,0.0000,0.0000,1,1108,1.0000000000000000,0.0000,5050000.0000,,5050000.0000
8236,1,799,26,338,2026-04-21 00:00:00,1,بابت فروش 1405/01/31,بابت فروش 1405/01/31,0.0000,21000000.0000,8,1,0,11,2026-06-07 15:25:04,11,2026-06-07 15:25:04,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,21000000.0000,,21000000.0000
8238,1,799,26,339,2026-05-01 00:00:00,1,بابت فروش 1405/02/10,بابت فروش 1405/02/10,0.0000,6300000.0000,8,2,0,11,2026-06-07 15:47:34,11,2026-06-16 16:34:45,2,1.0000000000000000,1,0.0000,0.0000,1,981,1.0000000000000000,0.0000,6300000.0000,,6300000.0000
8240,2,914,241,340,2026-05-11 00:00:00,1,بابت دريافت وام مهر 2401101161522432,بابت دريافت وام مهر 2401101161522432,0.0000,712000000.0000,8,1,0,11,2026-06-07 16:15:14,11,2026-06-07 16:15:14,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,712000000.0000,,712000000.0000
8241,32,789,154,60,2026-05-11 00:00:00,1,انتقالي از مهر به ملي 4002,انتقالي از مهر به ملي 4002,0.0000,1700000000.0000,8,1,4,11,2026-06-07 16:17:55,11,2026-06-07 16:17:55,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,1700000000.0000,,1700000000.0000
8242,1,799,26,341,2026-05-16 00:00:00,1,بابت فروش 1405/02/25,بابت فروش 1405/02/25,0.0000,20550000.0000,8,2,0,11,2026-06-07 16:20:07,11,2026-06-24 14:23:30,2,1.0000000000000000,1,0.0000,0.0000,1,1085,1.0000000000000000,0.0000,20550000.0000,,20550000.0000
8244,1,799,82,342,2026-04-29 00:00:00,1,واريز به شهر توسط مجتبي حجازي,واريز به شهر توسط مجتبي حجازي,0.0000,6550000.0000,8,1,0,11,2026-06-08 15:54:36,11,2026-06-08 15:54:36,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,6550000.0000,,6550000.0000
8246,1,799,26,343,2026-05-19 00:00:00,1,بابت مانده فروش 1405/02/27,بابت مانده فروش 1405/02/27,0.0000,7730000.0000,8,2,0,11,2026-06-08 16:04:36,11,2026-06-27 12:59:28,2,1.0000000000000000,1,0.0000,0.0000,1,1096,1.0000000000000000,0.0000,7730000.0000,,7730000.0000
8248,32,789,153,61,2026-04-21 00:00:00,1,انتقالي از ملت 517 خانم غلامعليان به ملت 890,انتقالي از ملت 517 خانم غلامعليان به ملت 890,0.0000,4838320000.0000,8,1,4,11,2026-06-08 16:11:27,11,2026-06-08 16:11:27,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,4838320000.0000,,4838320000.0000
8249,2,799,82,344,2026-03-24 00:00:00,1,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط حسن ربيعيان,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط حسن ربيعيان,0.0000,100000000.0000,8,1,0,11,2026-06-09 13:50:38,11,2026-06-09 13:50:38,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,100000000.0000,,100000000.0000
8250,2,799,82,345,2026-03-26 00:00:00,1,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط حسن ربيعيان,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط حسن ربيعيان,0.0000,3000000.0000,8,1,0,11,2026-06-09 13:51:00,11,2026-06-09 13:51:00,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3000000.0000,,3000000.0000
8252,2,799,82,346,2026-04-06 00:00:00,1,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط اصغر حلبيان,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط اصغر حلبيان,0.0000,18000000.0000,8,1,0,11,2026-06-09 13:51:43,11,2026-06-09 13:51:43,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,18000000.0000,,18000000.0000
8254,2,799,82,347,2026-04-11 00:00:00,1,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط اصغر حلبيان,واريز به ملت 517 خانم غلامعليان شخصي علي اقا توسط اصغر حلبيان,0.0000,11000000.0000,8,1,0,11,2026-06-09 13:52:02,11,2026-06-09 13:52:27,2,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,11000000.0000,,11000000.0000
8256,1,799,56,348,2026-04-06 00:00:00,1,واريز به ملت 517 خانم غلامعليان توسط تينا صالحي مربوط به بدهي نوشابه سپنتا صالحي,واريز به ملت 517 خانم غلامعليان توسط تينا صالحي مربوط به بدهي نوشابه سپنتا صالحي,0.0000,600000000.0000,8,1,0,11,2026-06-09 13:53:41,11,2026-06-09 14:23:16,2,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,600000000.0000,,600000000.0000
8257,1,799,56,349,2026-04-12 00:00:00,1,واريز به ملت 517 خانم غلامعليان توسط تينا صالحي مربوط به بدهي نوشابه سپنتا صالحي,واريز به ملت 517 خانم غلامعليان توسط تينا صالحي مربوط به بدهي نوشابه سپنتا صالحي,0.0000,2000000000.0000,8,1,0,11,2026-06-09 13:54:49,11,2026-06-09 13:54:49,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8259,32,789,212,62,2026-05-20 00:00:00,1,انتقالي از ملت 890 به ملت 517 خانم غلامعليان,انتقالي از ملت 890 به ملت 517 خانم غلامعليان,0.0000,1000000.0000,8,1,4,11,2026-06-09 13:55:49,11,2026-06-09 13:55:49,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,1000000.0000,,1000000.0000
8260,2,799,172,350,2026-05-28 00:00:00,1,واريز به ملت 517خانم غلامعليان توسط فانتزي ملي اقا مجيد,واريز به ملت 517خانم غلامعليان توسط فانتزي ملي اقا مجيد,0.0000,3000000000.0000,8,1,0,11,2026-06-09 14:25:29,11,2026-06-09 14:25:29,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3000000000.0000,,3000000000.0000
8261,2,799,187,351,2026-04-12 00:00:00,1,واريز به ملت 517خانم غلامعليان توسط باباشاهي بابت چك 923647,واريز به ملت 517خانم غلامعليان توسط باباشاهي بابت چك 923647,0.0000,500000000.0000,8,1,0,11,2026-06-09 14:30:34,11,2026-06-09 14:30:34,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,500000000.0000,,500000000.0000
8263,2,799,82,352,2026-04-21 00:00:00,1,واريز سود سپرده بانكي ملت 517 خانم غلامعليان,واريز سود سپرده بانكي ملت 517 خانم غلامعليان,0.0000,7763712.0000,8,1,0,11,2026-06-09 14:34:40,11,2026-06-09 14:34:40,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,7763712.0000,,7763712.0000
8264,1,799,23,353,2026-04-26 00:00:00,1,واريز به ملت 890 توسط مهدي رضايي -گوشت دابو,واريز به ملت 890 توسط مهدي رضايي -گوشت دابو,0.0000,920000000.0000,8,1,0,11,2026-06-09 15:43:31,11,2026-06-09 15:43:31,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,920000000.0000,,920000000.0000
8265,1,799,23,354,2026-05-03 00:00:00,1,واريز به ملت 890 توسط مهدي رضايي -گوشت دابو,واريز به ملت 890 توسط مهدي رضايي -گوشت دابو,0.0000,245000000.0000,8,1,0,11,2026-06-09 15:43:56,11,2026-06-09 15:43:56,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,245000000.0000,,245000000.0000
8267,1,799,23,355,2026-05-21 00:00:00,1,واريز به ملت 890 توسط حسن ايران پور -گوشت دابو,واريز به ملت 890 توسط حسن ايران پور -گوشت دابو,0.0000,500000000.0000,8,1,0,11,2026-06-09 15:47:18,11,2026-06-09 15:47:18,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,500000000.0000,,500000000.0000
8269,1,799,23,356,2026-05-23 00:00:00,1,واريز به ملت 890 توسط حسن ايران پور -گوشت دابو,واريز به ملت 890 توسط حسن ايران پور -گوشت دابو,0.0000,420000000.0000,8,1,0,11,2026-06-09 15:47:45,11,2026-06-09 15:47:45,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,420000000.0000,,420000000.0000
8271,1,799,23,357,2026-05-23 00:00:00,1,واريز به ملت 890 توسط مهدي رضايي -گوشت دابو,واريز به ملت 890 توسط مهدي رضايي -گوشت دابو,0.0000,230000000.0000,8,1,0,11,2026-06-09 15:48:30,11,2026-06-09 15:48:30,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,230000000.0000,,230000000.0000
8273,2,799,82,358,2026-05-03 00:00:00,1,واريز به ملت 890 توسط ابرهيم عرب شخصي علي اقا,واريز به ملت 890 توسط ابرهيم عرب شخصي علي اقا,0.0000,18000000.0000,8,1,0,11,2026-06-09 16:05:53,11,2026-06-09 16:05:53,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,18000000.0000,,18000000.0000
8274,2,799,82,359,2026-05-06 00:00:00,1,واريز به ملت 890 توسط ميلاد قديمي شخصي علي اقا,واريز به ملت 890 توسط ميلاد قديمي شخصي علي اقا,0.0000,13000000.0000,8,1,0,11,2026-06-09 16:07:13,11,2026-06-09 16:07:13,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,13000000.0000,,13000000.0000
8276,2,799,82,360,2026-05-11 00:00:00,1,واريز به ملت 890 توسط ابرهيم عرب شخصي علي اقا,واريز به ملت 890 توسط ابرهيم عرب شخصي علي اقا,0.0000,27000000.0000,8,1,0,11,2026-06-09 16:07:38,11,2026-06-09 16:07:38,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,27000000.0000,,27000000.0000
8280,1,799,54,361,2026-05-22 00:00:00,1,واريز به ملت 890 توسط احمد امامي بابت خريد اب گاز دار,واريز به ملت 890 توسط احمد امامي بابت خريد اب گاز دار,0.0000,10450000.0000,8,1,0,11,2026-06-09 16:09:32,11,2026-06-09 16:09:32,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,10450000.0000,,10450000.0000
8283,2,799,56,362,2026-05-11 00:00:00,1,واريز به ملت 890 توسط تينا صالحي -سپنتا بابت عودت قرض,واريز به ملت 890 توسط تينا صالحي -سپنتا بابت عودت قرض,0.0000,2000000000.0000,8,1,0,11,2026-06-09 16:11:16,11,2026-06-09 16:11:16,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8287,2,799,187,363,2026-05-09 00:00:00,1,واريز به ملت 890 توسط بابا شاهي بابت چك 923647,واريز به ملت 890 توسط بابا شاهي بابت چك 923647,0.0000,900000000.0000,8,1,0,11,2026-06-09 16:13:43,11,2026-06-09 16:13:43,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,900000000.0000,,900000000.0000
8289,1,799,37,364,2026-05-13 00:00:00,1,واريز به ملت 890 توسط غلامعليان بابت فروش مواد اوليه,واريز به ملت 890 توسط غلامعليان بابت فروش مواد اوليه,0.0000,1000000000.0000,8,1,0,11,2026-06-09 16:15:02,11,2026-06-09 16:15:02,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,1000000000.0000,,1000000000.0000
8291,32,789,212,63,2026-05-01 00:00:00,1,انتقالي از ملت 890 به پارسيان پس انداز,انتقالي از ملت 890 به پارسيان پس انداز,0.0000,100000000.0000,8,1,4,11,2026-06-09 16:16:34,11,2026-06-09 16:16:34,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,100000000.0000,,100000000.0000
8292,2,799,187,365,2026-05-28 00:00:00,1,واريز به ملت 890 توسط بابا شاهي بابت چك 923647,واريز به ملت 890 توسط بابا شاهي بابت چك 923647,0.0000,200000000.0000,8,1,0,11,2026-06-09 16:17:41,11,2026-06-09 16:17:41,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,200000000.0000,,200000000.0000
8294,2,799,82,366,2026-06-01 00:00:00,1,واريز به ملت 890 توسط علي اسفندياري شخصي علي اقا,واريز به ملت 890 توسط علي اسفندياري شخصي علي اقا,0.0000,6100000.0000,8,1,0,11,2026-06-09 16:18:47,11,2026-06-09 16:18:47,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,6100000.0000,,6100000.0000
8297,32,789,212,64,2026-05-16 00:00:00,1,انتقالي از ملت 890 به ملي 4002,انتقالي از ملت 890 به ملي 4002,0.0000,7000000000.0000,8,1,4,11,2026-06-09 16:28:15,11,2026-06-09 16:28:15,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,7000000000.0000,,7000000000.0000
8298,1,799,56,367,2026-04-28 00:00:00,1,واريز به ملت 890 توسط سينا زماني مربوط به بدهي نوشابه سپنتا صالحي,واريز به ملت 890 توسط سينا زماني مربوط به بدهي نوشابه سپنتا صالحي,0.0000,355000000.0000,8,1,0,11,2026-06-09 16:36:47,11,2026-06-09 16:36:47,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,355000000.0000,,355000000.0000
8300,32,789,212,65,2026-05-28 00:00:00,1,انتقالي از ملت 890 به ملت 517 خانم غلامعليان,انتقالي از ملت 890 به ملت 517 خانم غلامعليان,0.0000,800000000.0000,8,1,4,11,2026-06-09 16:45:59,11,2026-06-09 16:45:59,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,800000000.0000,,800000000.0000
8301,32,789,156,66,2026-06-06 00:00:00,1,انتقالي از پارسيان پس انداز به پارسيان,انتقالي از پارسيان پس انداز به پارسيان,0.0000,9800000000.0000,8,1,4,11,2026-06-11 10:50:43,11,2026-06-11 10:50:43,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,9800000000.0000,,9800000000.0000
8302,1,799,66,368,2026-04-22 00:00:00,1,بابت فروش 1405/02/01 ارش قاسمي فاكتور 16179,بابت فروش 1405/02/01 ارش قاسمي فاكتور 16179,0.0000,5200000.0000,8,2,0,11,2026-06-14 15:25:01,11,2026-06-14 15:30:31,2,1.0000000000000000,1,0.0000,0.0000,1,921,1.0000000000000000,0.0000,5200000.0000,,5200000.0000
8303,1,799,93,369,2026-04-22 00:00:00,1,بابت فروش 1405/02/01 حافظ زماني فاكتور 15772,بابت فروش 1405/02/01 حافظ زماني فاكتور 15772,0.0000,1600000.0000,8,2,0,11,2026-06-14 15:25:43,11,2026-06-14 15:30:31,2,1.0000000000000000,1,0.0000,0.0000,1,921,1.0000000000000000,0.0000,1600000.0000,,1600000.0000
8304,1,799,26,370,2026-04-21 00:00:00,1,بابت فروش 1405/02/01 وجه نقد,بابت فروش 1405/02/01 وجه نقد,0.0000,17500000.0000,1,2,0,11,2026-06-14 15:29:22,11,2026-06-14 15:30:31,2,1.0000000000000000,1,17500000.0000,17500000.0000,1,920,1.0000000000000000,0.0000,17500000.0000,,17500000.0000
8305,1,799,26,371,2026-04-22 00:00:00,1,بابت فروش 1405/02/02 وجه نقد,بابت فروش 1405/02/02 وجه نقد,0.0000,28200000.0000,1,2,0,11,2026-06-15 09:39:41,11,2026-06-15 09:42:13,2,1.0000000000000000,1,28200000.0000,28200000.0000,1,926,1.0000000000000000,0.0000,28200000.0000,,28200000.0000
8306,1,799,58,372,2026-04-23 00:00:00,1,بابت فروش 1405/02/02 مارينا حلبيان فر فاكتور 16830 و 16831,بابت فروش 1405/02/02 مارينا حلبيان فر فاكتور 16830 و 16831,0.0000,2550000.0000,8,2,0,11,2026-06-15 09:41:13,11,2026-06-15 09:42:13,2,1.0000000000000000,1,0.0000,0.0000,1,927,1.0000000000000000,0.0000,2550000.0000,,2550000.0000
8307,1,799,26,373,2026-04-23 00:00:00,1,بابت فروش 1405/02/03 وجه نقد,بابت فروش 1405/02/03 وجه نقد,0.0000,16700000.0000,1,2,0,11,2026-06-15 10:42:37,11,2026-06-15 11:01:39,4,1.0000000000000000,1,16700000.0000,16700000.0000,1,936,1.0000000000000000,0.0000,16700000.0000,,16700000.0000
8308,1,799,37,374,2026-04-24 00:00:00,1,بابت فروش 1405/02/03 علي غلامعليان فاكتور 17556,بابت فروش 1405/02/03 علي غلامعليان فاكتور 17556,0.0000,1680000.0000,8,2,0,11,2026-06-15 10:43:20,11,2026-06-15 10:50:17,2,1.0000000000000000,1,0.0000,0.0000,1,934,1.0000000000000000,0.0000,1680000.0000,,1680000.0000
8309,1,799,48,375,2026-04-24 00:00:00,1,بابت فروش 1405/02/03 محمد امين مكتوبيان فاكتور 16885,بابت فروش 1405/02/03 محمد امين مكتوبيان فاكتور 16885,0.0000,2800000.0000,8,2,0,11,2026-06-15 10:44:03,11,2026-06-15 10:50:17,2,1.0000000000000000,1,0.0000,0.0000,1,934,1.0000000000000000,0.0000,2800000.0000,,2800000.0000
